model; shuffled; max_depth; n_estimators; min_samples_split; min_samples_leaf; bootstrap; r2; rmse
RF; True; None; 100; 5; 2; False; 0.5583706341296811; 0.6154436579511064
RF; False; None; 100; 5; 2; False; 0.3653967566744446; 0.7938932164452795
RF; True; None; 100; 5; 4; True; 0.7117194338356048; 0.4972410924701204
RF; False; None; 100; 5; 4; True; 0.6011895362936839; 0.6293528737730603
RF; True; None; 100; 5; 4; False; 0.5720193742189044; 0.6058587486342087
RF; False; None; 100; 5; 4; False; 0.36164747606517156; 0.7962349512441212
RF; True; None; 100; 10; 1; True; 0.7093785254859684; 0.49925586995554433
RF; False; None; 100; 10; 1; True; 0.60200764233474; 0.6287070259876054
RF; True; None; 100; 10; 1; False; 0.5882721813901248; 0.5942434924325767
RF; False; None; 100; 10; 1; False; 0.30678231418508495; 0.829747140624864
RF; True; None; 100; 10; 2; True; 0.711361710570299; 0.4975495065322754
RF; False; None; 100; 10; 2; True; 0.60271671367859; 0.6281467176486802
RF; True; None; 100; 10; 2; False; 0.5737526989845378; 0.6046306376548806
RF; False; None; 100; 10; 2; False; 0.37334754194714936; 0.7889042962109397
RF; True; None; 100; 10; 4; True; 0.7021166122413373; 0.5054549697250309
RF; False; None; 100; 10; 4; True; 0.600797862428408; 0.6296618433241633
RF; True; None; 100; 10; 4; False; 0.5794167512527925; 0.600599981478207
RF; False; None; 100; 10; 4; False; 0.3805546959423537; 0.7843545674188471
RF; True; 10; 500; 2; 1; True; 0.7124261700192667; 0.4966312110590896
RF; False; 10; 500; 2; 1; True; 0.6104307531038088; 0.6220184694276863
RF; True; 10; 500; 2; 1; False; 0.5856583897293102; 0.5961267406604915
RF; False; 10; 500; 2; 1; False; 0.3084397116842037; 0.8287546357857245
RF; True; 10; 500; 2; 2; True; 0.7113471907130278; 0.4975620209096682
RF; False; 10; 500; 2; 2; True; 0.6097611459209384; 0.6225528150084961
RF; True; 10; 500; 2; 2; False; 0.5560573228641321; 0.6170534390556748
RF; False; 10; 500; 2; 2; False; 0.3713298444971349; 0.7901733337199724
RF; True; 10; 500; 2; 4; True; 0.70579415657612; 0.5023252117032729
RF; False; 10; 500; 2; 4; True; 0.6017833458351641; 0.6288841612012172
RF; True; 10; 500; 2; 4; False; 0.5713433316655316; 0.6063370701418873
RF; False; 10; 500; 2; 4; False; 0.3781072382651338; 0.7859025508732185
RF; True; 10; 500; 5; 1; True; 0.7132971038289413; 0.4958786027685488
RF; False; 10; 500; 5; 1; True; 0.6048638169228806; 0.6264470198672137
RF; True; 10; 500; 5; 1; False; 0.5886893926940312; 0.593942337240111
RF; False; 10; 500; 5; 1; False; 0.3174395186256068; 0.8233443647836828
RF; True; 10; 500; 5; 2; True; 0.7112396193302812; 0.49765472475178185
RF; False; 10; 500; 5; 2; True; 0.6066914795869298; 0.6249965568456846
RF; True; 10; 500; 5; 2; False; 0.5657932246035868; 0.6102497733173832
RF; False; 10; 500; 5; 2; False; 0.3758719009288235; 0.7873137117895906
RF; True; 10; 500; 5; 4; True; 0.7036680761258511; 0.5041369726325058
RF; False; 10; 500; 5; 4; True; 0.6006202270706013; 0.6298019199375057
RF; True; 10; 500; 5; 4; False; 0.5713458483894668; 0.6063352901797758
RF; False; 10; 500; 5; 4; False; 0.3780140365594489; 0.7859614394136526
RF; True; 10; 500; 10; 1; True; 0.7043708404385096; 0.5035388261838011
RF; False; 10; 500; 10; 1; True; 0.6011083616822064; 0.6294169203319082
RF; True; 10; 500; 10; 1; False; 0.5889431637125344; 0.5937590832648456
RF; False; 10; 500; 10; 1; False; 0.32764108064262565; 0.8171683408475411
RF; True; 10; 500; 10; 2; True; 0.7000865983598441; 0.5071743311370532
RF; False; 10; 500; 10; 2; True; 0.5985839190365161; 0.6314054565020365
RF; True; 10; 500; 10; 2; False; 0.5742429310386896; 0.6042828412068985
RF; False; 10; 500; 10; 2; False; 0.38662128632387927; 0.7805042955789029
RF; True; 10; 500; 10; 4; True; 0.7041188987344995; 0.5037533439479851
RF; False; 10; 500; 10; 4; True; 0.6052399365558402; 0.6261487997473564
RF; True; 10; 500; 10; 4; False; 0.5738415863988322; 0.6045675910900983
RF; False; 10; 500; 10; 4; False; 0.3799413209966377; 0.7847428054108005
RF; True; 50; 500; 2; 1; True; 0.7151911019866821; 0.4942379681139252
RF; False; 50; 500; 2; 1; True; 0.6098322216109654; 0.6224961184681503
RF; True; 50; 500; 2; 1; False; 0.5648184146155237; 0.6109344057341846
RF; False; 50; 500; 2; 1; False; 0.29753519277992957; 0.8352629795675764
RF; True; 50; 500; 2; 2; True; 0.7197046054523268; 0.49030611512499284
RF; False; 50; 500; 2; 2; True; 0.6019401054232398; 0.6287603676269203
RF; True; 50; 500; 2; 2; False; 0.5410308915261226; 0.6274094513714386
RF; False; 50; 500; 2; 2; False; 0.3616273693021165; 0.7962474910092466
RF; True; 50; 500; 2; 4; True; 0.7099759670619381; 0.498742436344943
RF; False; 50; 500; 2; 4; True; 0.6073002746296857; 0.6245126591672855
RF; True; 50; 500; 2; 4; False; 0.5719949979584453; 0.6058760021726671
RF; False; 50; 500; 2; 4; False; 0.36174762688306494; 0.7961724883364091
RF; True; 50; 500; 5; 1; True; 0.7181088572215477; 0.49169981390305834
RF; False; 50; 500; 5; 1; True; 0.6127343284847697; 0.6201767032809614
RF; True; 50; 500; 5; 1; False; 0.5711704866530196; 0.6064593029025318
RF; False; 50; 500; 5; 1; False; 0.30792956609374766; 0.829060254536179
RF; True; 50; 500; 5; 2; True; 0.7166029401259693; 0.493011442324597
RF; False; 50; 500; 5; 2; True; 0.6043053193253363; 0.6268895832528371
RF; True; 50; 500; 5; 2; False; 0.5586212321527582; 0.6152690195993159
RF; False; 50; 500; 5; 2; False; 0.3646340306055822; 0.7943701610748661
RF; True; 50; 500; 5; 4; True; 0.7029907023912114; 0.5047128373806616
RF; False; 50; 500; 5; 4; True; 0.6074671927835991; 0.6243799196045519
RF; True; 50; 500; 5; 4; False; 0.5719882369135376; 0.6058807875591259
RF; False; 50; 500; 5; 4; False; 0.36192504356974875; 0.796061823567714
RF; True; 50; 500; 10; 1; True; 0.7078488105541949; 0.5005680868498457
RF; False; 50; 500; 10; 1; True; 0.6038088057927757; 0.6272827671857182
RF; True; 50; 500; 10; 1; False; 0.5884247568169149; 0.5941333767789502
RF; False; 50; 500; 10; 1; False; 0.3077865381970708; 0.8291459196742054
RF; True; 50; 500; 10; 2; True; 0.7082206684756207; 0.5002494171270603
RF; False; 50; 500; 10; 2; True; 0.6001870650177171; 0.6301433648235433
RF; True; 50; 500; 10; 2; False; 0.5737379970592454; 0.6046410648854972
RF; False; 50; 500; 10; 2; False; 0.3717626022052941; 0.7899013210708327
RF; True; 50; 500; 10; 4; True; 0.7049885844964638; 0.5030124559428698
RF; False; 50; 500; 10; 4; True; 0.6059346048831022; 0.625597632971662
RF; True; 50; 500; 10; 4; False; 0.579421065658126; 0.6005969009484706
RF; False; 50; 500; 10; 4; False; 0.3804561223456676; 0.7844169729085948
RF; True; None; 500; 2; 1; True; 0.7230025297736827; 0.4874131368233994
RF; False; None; 500; 2; 1; True; 0.6098966353158686; 0.6224447316820363
RF; True; None; 500; 2; 1; False; 0.564817238934199; 0.61093523098014
RF; False; None; 500; 2; 1; False; 0.2969552907714804; 0.8356076735299748
RF; True; None; 500; 2; 2; True; 0.7151396485760779; 0.4942826104703228
RF; False; None; 500; 2; 2; True; 0.6117254505651748; 0.6209839987137714
RF; True; None; 500; 2; 2; False; 0.541453327732026; 0.6271206503635555
RF; False; None; 500; 2; 2; False; 0.3617714708255374; 0.7961576164227947
RF; True; None; 500; 2; 4; True; 0.705646282483565; 0.5024514354936335
RF; False; None; 500; 2; 4; True; 0.6128582259652108; 0.6200774891195976
RF; True; None; 500; 2; 4; False; 0.5719851479140274; 0.6058829739033349
RF; False; None; 500; 2; 4; False; 0.3618192078988943; 0.7961278410809629
RF; True; None; 500; 5; 1; True; 0.717511480491265; 0.49222053720875947
RF; False; None; 500; 5; 1; True; 0.6070939456650661; 0.6246767006995261
RF; True; None; 500; 5; 1; False; 0.5708944925650151; 0.6066544297004988
RF; False; None; 500; 5; 1; False; 0.3081009322208862; 0.8289576048390468
RF; True; None; 500; 5; 2; True; 0.7148539585300955; 0.4945304094936359
RF; False; None; 500; 5; 2; True; 0.6085845043326255; 0.6234906639498058
RF; True; None; 500; 5; 2; False; 0.5585839352513708; 0.6152950144419194
RF; False; None; 500; 5; 2; False; 0.36506609139845025; 0.7941000218272721
RF; True; None; 500; 5; 4; True; 0.7042846297909393; 0.5036122412082167
RF; False; None; 500; 5; 4; True; 0.6051940541764744; 0.6261851868653684
RF; True; None; 500; 5; 4; False; 0.5719754146153246; 0.6058898629241352
RF; False; None; 500; 5; 4; False; 0.36196573906695695; 0.7960364373274667
RF; True; None; 500; 10; 1; True; 0.705633128658508; 0.5024626619264154
RF; False; None; 500; 10; 1; True; 0.6055518597340386; 0.6259013723369745
RF; True; None; 500; 10; 1; False; 0.588301931353254; 0.5942220231019264
RF; False; None; 500; 10; 1; False; 0.30643891209879914; 0.829952632800091
RF; True; None; 500; 10; 2; True; 0.7063760376437496; 0.5018282157991468
RF; False; None; 500; 10; 2; True; 0.6070780848811062; 0.6246893090089393
RF; True; None; 500; 10; 2; False; 0.5737451053935363; 0.6046360233749896
RF; False; None; 500; 10; 2; False; 0.3723528219595159; 0.7895301835698674
RF; True; None; 500; 10; 4; True; 0.7043050346408735; 0.5035948658694352
RF; False; None; 500; 10; 4; True; 0.6021909846311608; 0.6285621967391375
RF; True; None; 500; 10; 4; False; 0.5794158664502141; 0.6006006132343863
RF; False; None; 500; 10; 4; False; 0.3805344248344026; 0.784367401163754
RF; True; 10; 1000; 2; 1; True; 0.7129218431109439; 0.49620302033167796
RF; False; 10; 1000; 2; 1; True; 0.6081220627137238; 0.6238588697611284
RF; True; 10; 1000; 2; 1; False; 0.5856556809494491; 0.596128689262117
RF; False; 10; 1000; 2; 1; False; 0.3093668534617876; 0.8281989136294606
RF; True; 10; 1000; 2; 2; True; 0.7115682667421125; 0.49737144575830944
RF; False; 10; 1000; 2; 2; True; 0.606202547611665; 0.6253849108672159
RF; True; 10; 1000; 2; 2; False; 0.5552016159917162; 0.6176478431310601
RF; False; 10; 1000; 2; 2; False; 0.3710961622886909; 0.7903201772533378
RF; True; 10; 1000; 2; 4; True; 0.7040911392526441; 0.5037769743924008
RF; False; 10; 1000; 2; 4; True; 0.6055529889700539; 0.6259004764132708
RF; True; 10; 1000; 2; 4; False; 0.5713439743286685; 0.6063366156165547
RF; False; 10; 1000; 2; 4; False; 0.3781013138800624; 0.7859062942664029
RF; True; 10; 1000; 5; 1; True; 0.7094762426236222; 0.49917192922780024
RF; False; 10; 1000; 5; 1; True; 0.6050335925096026; 0.6263124247053208
RF; True; 10; 1000; 5; 1; False; 0.5888048810862293; 0.5938589473882743
RF; False; 10; 1000; 5; 1; False; 0.3159475605684209; 0.8242437171199326
RF; True; 10; 1000; 5; 2; True; 0.7097646696217614; 0.4989240830377933
RF; False; 10; 1000; 5; 2; True; 0.6065319991970465; 0.6251232571169836
RF; True; 10; 1000; 5; 2; False; 0.565948330190134; 0.6101407681051106
RF; False; 10; 1000; 5; 2; False; 0.37574836871822936; 0.7873916235126229
RF; True; 10; 1000; 5; 4; True; 0.7044850142289083; 0.5034415819058794
RF; False; 10; 1000; 5; 4; True; 0.6031190759967844; 0.627828548468094
RF; True; 10; 1000; 5; 4; False; 0.5713455760637449; 0.6063354827833803
RF; False; 10; 1000; 5; 4; False; 0.3781282019271157; 0.7858893045908308
RF; True; 10; 1000; 10; 1; True; 0.7042464120525949; 0.503644783140394
RF; False; 10; 1000; 10; 1; True; 0.6034715604163938; 0.6275496878249299
RF; True; 10; 1000; 10; 1; False; 0.5889235990578949; 0.5937732133706535
RF; False; 10; 1000; 10; 1; False; 0.32803627676212577; 0.8169281497708341
RF; True; 10; 1000; 10; 2; True; 0.7027648723163473; 0.5049046793213756
RF; False; 10; 1000; 10; 2; True; 0.6018902049034401; 0.6287997768795996
RF; True; 10; 1000; 10; 2; False; 0.5742427691236461; 0.6042829561110074
RF; False; 10; 1000; 10; 2; False; 0.38631168827957096; 0.7807012474081675
RF; True; 10; 1000; 10; 4; True; 0.7018654254754526; 0.5056680343847088
RF; False; 10; 1000; 10; 4; True; 0.600236318637511; 0.6301045494239902
RF; True; 10; 1000; 10; 4; False; 0.5738424677830135; 0.6045669659040527
RF; False; 10; 1000; 10; 4; False; 0.37994984996816383; 0.7847374082828469
RF; True; 50; 1000; 2; 1; True; 0.7181796494304422; 0.4916380689662299
RF; False; 50; 1000; 2; 1; True; 0.6084883320349572; 0.6235672562763573
RF; True; 50; 1000; 2; 1; False; 0.5651682197202262; 0.6106888175204555
RF; False; 50; 1000; 2; 1; False; 0.29570663608863057; 0.8363493920516893
RF; True; 50; 1000; 2; 2; True; 0.7167676350024543; 0.4928681658580026
RF; False; 50; 1000; 2; 2; True; 0.613321098766789; 0.6197066910480934
RF; True; 50; 1000; 2; 2; False; 0.5404308524481; 0.6278194432602113
RF; False; 50; 1000; 2; 2; False; 0.36114654189761; 0.7965473045744889
RF; True; 50; 1000; 2; 4; True; 0.7104787125804207; 0.49830997342323613
RF; False; 50; 1000; 2; 4; True; 0.6069864169985969; 0.6247621741310905
RF; True; 50; 1000; 2; 4; False; 0.5719733677839418; 0.6058913116176748
RF; False; 50; 1000; 2; 4; False; 0.36177119311346007; 0.7961577896386189
RF; True; 50; 1000; 5; 1; True; 0.7163289259463872; 0.4932497290006777
RF; False; 50; 1000; 5; 1; True; 0.605378643829799; 0.6260387847892126
RF; True; 50; 1000; 5; 1; False; 0.5716594277898506; 0.6061134691130333
RF; False; 50; 1000; 5; 1; False; 0.3085226267304535; 0.8287049522729968
RF; True; 50; 1000; 5; 2; True; 0.7171594266274116; 0.4925271588467524
RF; False; 50; 1000; 5; 2; True; 0.6114287874226882; 0.6212211864061596
RF; True; 50; 1000; 5; 2; False; 0.5584959127244902; 0.6153563591986552
RF; False; 50; 1000; 5; 2; False; 0.3648770825983769; 0.7942182079266088
RF; True; 50; 1000; 5; 4; True; 0.7059054003393983; 0.5022302342724851
RF; False; 50; 1000; 5; 4; True; 0.6053942774792048; 0.6260263838285702
RF; True; 50; 1000; 5; 4; False; 0.5720072398382685; 0.6058673374208444
RF; False; 50; 1000; 5; 4; False; 0.36184209543889; 0.7961135648982536
RF; True; 50; 1000; 10; 1; True; 0.7080531196432276; 0.5003930259568699
RF; False; 50; 1000; 10; 1; True; 0.6062603902648507; 0.6253389795759771
RF; True; 50; 1000; 10; 1; False; 0.5884167258792536; 0.5941391733190903
RF; False; 50; 1000; 10; 1; False; 0.3076480347160304; 0.8292288665241119
RF; True; 50; 1000; 10; 2; True; 0.7103445606353394; 0.49842540795794155
RF; False; 50; 1000; 10; 2; True; 0.6073467196435434; 0.6244757271873097
RF; True; 50; 1000; 10; 2; False; 0.5737536006419932; 0.6046299981552178
RF; False; 50; 1000; 10; 2; False; 0.37238978545499635; 0.7895069346602251
RF; True; 50; 1000; 10; 4; True; 0.7059437075121506; 0.5021975243096
RF; False; 50; 1000; 10; 4; True; 0.604743725856556; 0.626542208537112
RF; True; 50; 1000; 10; 4; False; 0.5794163269748438; 0.6006002844161683
RF; False; 50; 1000; 10; 4; False; 0.3804603304073082; 0.7844143089483023
RF; True; None; 1000; 2; 1; True; 0.716927014406409; 0.49272947392500716
RF; False; None; 1000; 2; 1; True; 0.6080616140848386; 0.6239069841808719
RF; True; None; 1000; 2; 1; False; 0.5653774816999144; 0.6105418534120637
RF; False; None; 1000; 2; 1; False; 0.2952072967598538; 0.836645822608075
RF; True; None; 1000; 2; 2; True; 0.714000608866181; 0.4952698412867611
RF; False; None; 1000; 2; 2; True; 0.6097620211517822; 0.6225521168748718
RF; True; None; 1000; 2; 2; False; 0.5406699141793632; 0.6276561303754192
RF; False; None; 1000; 2; 2; False; 0.3618291240195849; 0.7961216558976092
RF; True; None; 1000; 2; 4; True; 0.7078085386353721; 0.5006025863546063
RF; False; None; 1000; 2; 4; True; 0.6046592993478286; 0.6266091194887137
RF; True; None; 1000; 2; 4; False; 0.5719888413040112; 0.6058803597803393
RF; False; None; 1000; 2; 4; False; 0.3618000929470344; 0.7961397639025158
RF; True; None; 1000; 5; 1; True; 0.7151676562125113; 0.4942583107952771
RF; False; None; 1000; 5; 1; True; 0.610730921145449; 0.6217787866924593
RF; True; None; 1000; 5; 1; False; 0.5711673908847124; 0.6064614919474118
RF; False; None; 1000; 5; 1; False; 0.3079141127997672; 0.8290695105596239
RF; True; None; 1000; 5; 2; True; 0.715385745973032; 0.4940690532890595
RF; False; None; 1000; 5; 2; True; 0.607297562076528; 0.6245148160580992
RF; True; None; 1000; 5; 2; False; 0.5586504248438116; 0.6152486723865451
RF; False; None; 1000; 5; 2; False; 0.36505570447117763; 0.7941065171690147
RF; True; None; 1000; 5; 4; True; 0.7055165811777013; 0.5025621210841266
RF; False; None; 1000; 5; 4; True; 0.6029184578104436; 0.6279872080358929
RF; True; None; 1000; 5; 4; False; 0.5719952964833115; 0.6058757908794776
RF; False; None; 1000; 5; 4; False; 0.36185404293648815; 0.7961061125033562
RF; True; None; 1000; 10; 1; True; 0.7092181860217452; 0.499393573786061
RF; False; None; 1000; 10; 1; True; 0.6073253549413947; 0.6244927161660067
RF; True; None; 1000; 10; 1; False; 0.5884272654108549; 0.5941315661238095
RF; False; None; 1000; 10; 1; False; 0.30806393671645094; 0.8289797665214647
RF; True; None; 1000; 10; 2; True; 0.7082471170844724; 0.5002267438264222
RF; False; None; 1000; 10; 2; True; 0.6038312138090199; 0.6272650278197288
RF; True; None; 1000; 10; 2; False; 0.5737714018797071; 0.6046173725063918
RF; False; None; 1000; 10; 2; False; 0.37130820891899585; 0.7901869304444791
RF; True; None; 1000; 10; 4; True; 0.7051742024210377; 0.5028541861025002
RF; False; None; 1000; 10; 4; True; 0.6063149596940509; 0.6252956443707322
RF; True; None; 1000; 10; 4; False; 0.5794197212988998; 0.6005978608364653
RF; False; None; 1000; 10; 4; False; 0.38046032785033546; 0.7844143105670252
