model; shuffled; hidden_layers; units; learning_rate; epochs; dropout_rate; r2; rmse
RF; False; 2; 64; 0.001; 50; 0.2; 0.5747468862537976; 0.6498822845671652
RF; True; 2; 64; 0.001; 50; 0.5; 0.610173284097891; 0.5782226881474678
RF; False; 2; 64; 0.001; 50; 0.5; 0.5364226971187072; 0.6785346490130527
RF; True; 2; 64; 0.001; 100; 0.0; 0.6331204019864749; 0.560946069836117
RF; False; 2; 64; 0.001; 100; 0.0; 0.5636820833041928; 0.6582827440978233
RF; True; 2; 64; 0.001; 100; 0.2; 0.6179444370356973; 0.5724302720129477
RF; False; 2; 64; 0.001; 100; 0.2; 0.5627417754014905; 0.6589916942766673
RF; True; 2; 64; 0.001; 100; 0.5; 0.5766540795191325; 0.602569323726777
RF; False; 2; 64; 0.001; 100; 0.5; 0.520409723931778; 0.6901541945940008
RF; True; 2; 128; 0.1; 50; 0.0; 0.517510006096439; 0.6432850883794962
RF; False; 2; 128; 0.1; 50; 0.0; 0.5380595299511186; 0.6773356797058918
RF; True; 2; 128; 0.1; 50; 0.2; 0.4527549581329062; 0.6850941301710639
RF; False; 2; 128; 0.1; 50; 0.2; 0.17442609501980555; 0.9055009826869135
RF; True; 2; 128; 0.1; 50; 0.5; 0.2629003320011488; 0.795101250673294
RF; False; 2; 128; 0.1; 50; 0.5; 0.44471503633340226; 0.7426238693229923
RF; True; 2; 128; 0.1; 100; 0.0; 0.33364691234452504; 0.7559821409677735
RF; False; 2; 128; 0.1; 100; 0.0; 0.5368931332659634; 0.678190274679252
RF; True; 2; 128; 0.1; 100; 0.2; 0.5843539136929123; 0.597064399264647
RF; False; 2; 128; 0.1; 100; 0.2; 0.2930388188098779; 0.8379319132920593
RF; True; 2; 128; 0.1; 100; 0.5; 0.37762394417694567; 0.7306102601308702
RF; False; 2; 128; 0.1; 100; 0.5; 0.06828243921619803; 0.9619513044555743
RF; True; 2; 128; 0.01; 50; 0.0; 0.6357574347042203; 0.5589264688194101
RF; False; 2; 128; 0.01; 50; 0.0; 0.6361284855124408; 0.601152941598707
RF; True; 2; 128; 0.01; 50; 0.2; 0.6195018654602488; 0.5712623403336647
RF; False; 2; 128; 0.01; 50; 0.2; 0.5500507437653999; 0.6684866159756261
RF; True; 2; 128; 0.01; 50; 0.5; 0.44624509193126893; 0.6891569226683275
RF; False; 2; 128; 0.01; 50; 0.5; 0.5996375589949698; 0.6305762531162358
RF; True; 2; 128; 0.01; 100; 0.0; 0.6581316518683957; 0.5414879238915189
RF; False; 2; 128; 0.01; 100; 0.0; 0.6136792306054315; 0.6194196465419524
RF; True; 2; 128; 0.01; 100; 0.2; 0.6484377028836363; 0.5491114195198824
RF; False; 2; 128; 0.01; 100; 0.2; 0.5951698904471843; 0.6340848113766192
RF; True; 2; 128; 0.01; 100; 0.5; 0.6389668717306396; 0.5564585964753583
RF; False; 2; 128; 0.01; 100; 0.5; 0.5915421480335872; 0.6369195387688558
RF; True; 2; 128; 0.001; 50; 0.0; 0.6286463978941248; 0.5643560033838023
RF; False; 2; 128; 0.001; 50; 0.0; 0.5568367318030676; 0.6634265161628711
RF; True; 2; 128; 0.001; 50; 0.2; 0.6493625929385096; 0.5483886427037014
RF; False; 2; 128; 0.001; 50; 0.2; 0.60206560604474; 0.6286612417935291
RF; True; 2; 128; 0.001; 50; 0.5; 0.6202130744450051; 0.5707282024458892
RF; False; 2; 128; 0.001; 50; 0.5; 0.5914325602837948; 0.6370049746316608
RF; True; 2; 128; 0.001; 100; 0.0; 0.6205530453818211; 0.5704726980691595
RF; False; 2; 128; 0.001; 100; 0.0; 0.6073651181913825; 0.6244610964918472
RF; True; 2; 128; 0.001; 100; 0.2; 0.6455380775519401; 0.5513712576495858
RF; False; 2; 128; 0.001; 100; 0.2; 0.5991120603055979; 0.6309899511775233
RF; True; 2; 128; 0.001; 100; 0.5; 0.6425602908451293; 0.5536824115885872
RF; False; 2; 128; 0.001; 100; 0.5; 0.5975799466933893; 0.6321945600954784
RF; True; 3; 32; 0.1; 50; 0.0; 0.43085273091722565; 0.6986692943432274
RF; False; 3; 32; 0.1; 50; 0.0; 0.4687444751599874; 0.7263779917033917
RF; True; 3; 32; 0.1; 50; 0.2; 0.18177545616385937; 0.837713627004377
RF; False; 3; 32; 0.1; 50; 0.2; 0.24737384485176261; 0.8645708740120686
RF; True; 3; 32; 0.1; 50; 0.5; 0.000603725948559064; 0.9258234820613126
RF; False; 3; 32; 0.1; 50; 0.5; 0.14150707183539069; 0.923377543632125
RF; True; 3; 32; 0.1; 100; 0.0; 0.4868903824905485; 0.663383104299191
RF; False; 3; 32; 0.1; 100; 0.0; 0.33892889860255826; 0.8102798399003412
RF; True; 3; 32; 0.1; 100; 0.2; 0.2600927530718863; 0.7966140636362785
RF; False; 3; 32; 0.1; 100; 0.2; -0.18128712354256638; 1.0831501953805822
RF; True; 3; 32; 0.1; 100; 0.5; -0.005050598836422671; 0.9284388225590755
RF; False; 3; 32; 0.1; 100; 0.5; 0.040668621825375784; 0.9761021565092949
RF; True; 3; 32; 0.01; 50; 0.0; 0.60405091746138; 0.5827455949198209
RF; False; 3; 32; 0.01; 50; 0.0; 0.6063465609121692; 0.6252705475311569
RF; True; 3; 32; 0.01; 50; 0.2; 0.6215809274078619; 0.5696994987142958
RF; False; 3; 32; 0.01; 50; 0.2; 0.5556079486809242; 0.6643456390390989
RF; True; 3; 32; 0.01; 50; 0.5; 0.5517244395089647; 0.6200573500522238
RF; False; 3; 32; 0.01; 50; 0.5; 0.5168063502879263; 0.6927420594465699
RF; True; 3; 32; 0.01; 100; 0.0; 0.5749990337548876; 0.6037460292975197
RF; False; 3; 32; 0.01; 100; 0.0; 0.582992074275248; 0.643551196426227
RF; True; 3; 32; 0.01; 100; 0.2; 0.6134477336170756; 0.5757891020753363
RF; False; 3; 32; 0.01; 100; 0.2; 0.5067107076073263; 0.6999415769674733
RF; True; 3; 32; 0.01; 100; 0.5; 0.5892635853328756; 0.5935276185121174
RF; False; 3; 32; 0.01; 100; 0.5; 0.4954473145358902; 0.7078874426987976
RF; True; 3; 32; 0.001; 50; 0.0; 0.5829957681371664; 0.5980390734551827
RF; False; 3; 32; 0.001; 50; 0.0; 0.4842235862958759; 0.715717582658804
RF; True; 3; 32; 0.001; 50; 0.2; 0.5397042000109786; 0.6283155887689718
RF; False; 3; 32; 0.001; 50; 0.2; 0.3619221660454036; 0.7960636185642672
RF; True; 3; 32; 0.001; 50; 0.5; 0.3489347353819833; 0.7472597523149407
RF; False; 3; 32; 0.001; 50; 0.5; 0.3823819299943608; 0.7831968721095687
RF; True; 3; 32; 0.001; 100; 0.0; 0.588341142546591; 0.5941937248037005
RF; False; 3; 32; 0.001; 100; 0.0; 0.4794115876646561; 0.7190485186156519
RF; True; 3; 32; 0.001; 100; 0.2; 0.5678528119240616; 0.6088007440280719
RF; False; 3; 32; 0.001; 100; 0.2; 0.4838176347881541; 0.7159991867381177
RF; True; 3; 32; 0.001; 100; 0.5; 0.49187500399384965; 0.660153011141297
RF; False; 3; 32; 0.001; 100; 0.5; 0.2790632912822163; 0.8461736888626098
RF; True; 3; 64; 0.1; 50; 0.0; 0.4933372311112987; 0.6592024683638812
RF; False; 3; 64; 0.1; 50; 0.0; 0.5139851169119032; 0.6947614801670955
RF; True; 3; 64; 0.1; 50; 0.2; -0.0023941208846767204; 0.9272110191231342
RF; False; 3; 64; 0.1; 50; 0.2; 0.2593173179587793; 0.8576834750528652
RF; True; 3; 64; 0.1; 50; 0.5; -1.572201089139469e-05; 0.9261103605710053
RF; False; 3; 64; 0.1; 50; 0.5; -0.0012511904105916294; 0.997200459833946
RF; True; 3; 64; 0.1; 100; 0.0; 0.5912197595112569; 0.5921125636756114
RF; False; 3; 64; 0.1; 100; 0.0; 0.29758373660836546; 0.8352341186460869
RF; True; 3; 64; 0.1; 100; 0.2; 0.10643092616484273; 0.8754339675432875
RF; False; 3; 64; 0.1; 100; 0.2; 0.15252413631634887; 0.917433546874606
RF; True; 3; 64; 0.1; 100; 0.5; 0.000676807997487483; 0.9257896304672221
RF; False; 3; 64; 0.1; 100; 0.5; -0.0034503223245740955; 0.9982949766462769
RF; True; 3; 64; 0.01; 50; 0.0; 0.613269412245257; 0.5759218961019754
RF; False; 3; 64; 0.01; 50; 0.0; 0.628059704077742; 0.6077816215719101
RF; True; 3; 64; 0.01; 50; 0.2; 0.5366283350339228; 0.6304114106820294
RF; False; 3; 64; 0.01; 50; 0.2; 0.5575064560511257; 0.6629250296353163
RF; True; 3; 64; 0.01; 50; 0.5; 0.5205694084392142; 0.6412423541533865
RF; False; 3; 64; 0.01; 50; 0.5; 0.4555170316945394; 0.7353652395223287
RF; True; 3; 64; 0.01; 100; 0.0; 0.6386172543714259; 0.5567279630425264
RF; False; 3; 64; 0.01; 100; 0.0; 0.5996187938101555; 0.6305910306528719
RF; True; 3; 64; 0.01; 100; 0.2; 0.605060333919434; 0.5820023069526542
RF; False; 3; 64; 0.01; 100; 0.2; 0.6008661161557743; 0.6296080126944004
RF; True; 3; 64; 0.01; 100; 0.5; 0.6294876924274175; 0.5637163720061417
RF; False; 3; 64; 0.01; 100; 0.5; 0.47259883233401456; 0.7237381915322235
RF; True; 3; 64; 0.001; 50; 0.0; 0.648010090251296; 0.5494452659315917
RF; False; 3; 64; 0.001; 50; 0.0; 0.587833203711559; 0.639804733255893
RF; True; 3; 64; 0.001; 50; 0.2; 0.6035824324549784; 0.583090243863634
RF; False; 3; 64; 0.001; 50; 0.2; 0.5730125474002256; 0.6512061658025813
RF; True; 3; 64; 0.001; 50; 0.5; 0.5612857991345017; 0.6134090442223468
RF; False; 3; 64; 0.001; 50; 0.5; 0.464991127104334; 0.7289394247438381
RF; True; 3; 64; 0.001; 100; 0.0; 0.6361595791016001; 0.5586178403899797
RF; False; 3; 64; 0.001; 100; 0.0; 0.5713595951140565; 0.6524654217529252
RF; True; 3; 64; 0.001; 100; 0.2; 0.6221459289878191; 0.5692740426831946
RF; False; 3; 64; 0.001; 100; 0.2; 0.548667824360439; 0.6695131249156582
RF; True; 3; 64; 0.001; 100; 0.5; 0.5475564027011877; 0.6229333067249422
RF; False; 3; 64; 0.001; 100; 0.5; 0.4883254974703637; 0.712865891267646
RF; True; 3; 128; 0.1; 50; 0.0; -0.10436837424988243; 0.9732318415201799
RF; False; 3; 128; 0.1; 50; 0.0; 0.0002527485051083689; 0.9964512511506347
RF; True; 3; 128; 0.1; 50; 0.2; 0.05502805478854622; 0.900261725100231
RF; False; 3; 128; 0.1; 50; 0.2; 0.21781771658311377; 0.8813835381609855
RF; True; 3; 128; 0.1; 50; 0.5; -0.004950310668196289; 0.9283924996416966
RF; False; 3; 128; 0.1; 50; 0.5; -0.0403060876170942; 1.016462865877614
RF; True; 3; 128; 0.1; 100; 0.0; 0.035285254938835386; 0.9096174580201245
RF; False; 3; 128; 0.1; 100; 0.0; 0.434285657745609; 0.7495654185758563
RF; True; 3; 128; 0.1; 100; 0.2; 0.00332530123715169; 0.9245620124429179
RF; False; 3; 128; 0.1; 100; 0.2; 0.3194477679720732; 0.8221322386424854
RF; True; 3; 128; 0.1; 100; 0.5; -0.004382596614391554; 0.9281302299943832
RF; False; 3; 128; 0.1; 100; 0.5; 0.018537320501870624; 0.9872970568909366
RF; True; 3; 128; 0.01; 50; 0.0; 0.6199704679407553; 0.5709104628918151
RF; False; 3; 128; 0.01; 50; 0.0; 0.5855221306584428; 0.6415959602018287
RF; True; 3; 128; 0.01; 50; 0.2; 0.41205226374583903; 0.710115005862306
RF; False; 3; 128; 0.01; 50; 0.2; 0.5421093935360486; 0.6743600193597815
RF; True; 3; 128; 0.01; 50; 0.5; 0.6132018790063178; 0.5759721793927579
RF; False; 3; 128; 0.01; 50; 0.5; 0.6060537519386187; 0.6255030500015542
RF; True; 3; 128; 0.01; 100; 0.0; 0.593721931821471; 0.5902976009223083
RF; False; 3; 128; 0.01; 100; 0.0; 0.6316157659399193; 0.604869191948558
RF; True; 3; 128; 0.01; 100; 0.2; 0.6193936307609814; 0.5713435838479234
RF; False; 3; 128; 0.01; 100; 0.2; 0.5809758170302735; 0.6451051238370672
RF; True; 3; 128; 0.01; 100; 0.5; 0.5503890484339514; 0.6209802235968204
RF; False; 3; 128; 0.01; 100; 0.5; 0.5172150956114492; 0.6924489937319571
RF; True; 3; 128; 0.001; 50; 0.0; 0.6409735265577388; 0.5549100180523653
RF; False; 3; 128; 0.001; 50; 0.0; 0.6229236000304352; 0.6119636460073677
RF; True; 3; 128; 0.001; 50; 0.2; 0.6378424178686624; 0.5573244804124292
RF; False; 3; 128; 0.001; 50; 0.2; 0.6152716891856191; 0.6181416687275794
